title,abstract,label
Hepatitis Associated Aplastic Anemia: A review,"Hepatitis-associated aplastic anemia (HAAA) is an uncommon but distinct variant of aplastic anemia in which pancytopenia appears two to three months after an acute attack of hepatitis. HAAA occurs most frequently in young male children and is lethal if leave untreated. The etiology of this syndrome is proposed to be attributed to various hepatitis and non hepatitis viruses. Several hepatitis viruses such as HAV, HBV, HCV, HDV, HEV and HGV have been associated with this set of symptoms. Viruses other than the hepatitis viruses such as parvovirus B19, Cytomegalovirus, Epstein bar virus, Transfusion Transmitted virus (TTV) and non-A-E hepatitis virus (unknown viruses) has also been documented to develop the syndrome. Considerable evidences including the clinical features, severe imbalance of the T cell immune system and effective response to immunosuppressive therapy strongly present HAAA as an immune mediated mechanism. However, no association of HAAA has been found with blood transfusions, drugs and toxins. Besides hepatitis and non hepatitis viruses and immunopathogenesis phenomenon as causative agents of the disorder, telomerase mutation, a genetic factor has also been predisposed for the development of aplastic anemia. Diagnosis includes clinical manifestations, blood profiling, viral serological markers testing, immune functioning and bone marrow hypocellularity examination. Patients presenting the features of HAAA have been mostly treated with bone marrow or hematopoietic cell transplantation from HLA matched donor, and if not available then by immunosuppressive therapy. New therapeutic approaches involve the administration of steroids especially the glucocorticoids to augment the immunosuppressive therapy response. Pancytopenia following an episode of acute hepatitis response better to hematopoietic cell transplantation than immunosuppressive therapy.",0
Primate-to-Human Retroviral Transmission in Asia," 

This article examines the potential for interspecies transmission of retroviruses from primates to humans in Asian ecosystems. Exploring the potentially devastating implications such a primate-to-human transmission may have on ecosystem stability and human health, this study aims to identify risk factors that could increase likelihood of viral spillover. Drawing upon data collected during field studies, as well as findings evaluated through laboratory experiments, our research looks at population density and food availability, infectious disease prevalence in wild animals, disturbances caused by human activities within natural habitats and overall environmental changes related to climate change. These topics will be discussed together with an analysis into potential preventive measures adopted both by humans living in these environments as well as government policies worldwide that are designed to help reduce risks of pathogen flows between species.",1
Autoimmune Cholangitis in the SJL/J Mouse is Antigen Non-specific,"Primary biliary cirrhosis (PBC) is an autoimmune disease characterized by intrahepatic bile duct destruction and the production of anti-mitochondrial antibodies (AMA). The absence of an animal model has been a striking impedance in defining the molecular basis of disease. Previous work has suggested that SJL/J mice immunize with the pyruvate dehydrogenase complex (PDC-E2), the major mitochondrial autoantigen of PBC, leads to the development of lymphoid cell infiltration in portal tracts and a model system coined autoimmune cholangitis. We hypothesized that this pathology would be augmented if immunization occurred in the presence of IFN-γ injections. Accordingly, SJL/J mice were immunized with PDC-E2 and, for purpose of control, α-casein. Subgroups of mice were also treated with exogenous IFN-γ. As expected, mice immunized with PDC-E2, with or without IFN-γ, developed high titer AMAs. In contrast, mice immunized with α-casein, develop antinuclear antibodies. More importantly, the livers from mice immunized with PDC-E2 and/or those immunized with α-casein all displayed lymphoid cell infiltration to the portal tracts, irrespective of bile duct size. Indeed, there was no significant difference between the experimental and the control groups by histologic analysis. Thus, autoimmune cholangitis in these mice is antigen non-specific.",0
Discriminating Active from Latent Tuberculosis in Patients Presenting to Community Clinics,"

The ability to reliably differentiate active from latent tuberculosis (TB) infection has been an age-old challenge for healthcare providers. In low resource settings, community clinics lack the technical capacity to determine which patients have active TB and require treatment interventions. This study sought to discriminate active from latent TB in patients presenting at community clinics using a combination of approaches including symptoms assessment, health history review, laboratory testing and imaging techniques. Outcomes indicate that this multi-modal approach can yield reliable results with higher sensitivity than traditional methods of diagnosing TB infection alone. The findings suggest that combining multiple strategies enables more accurate discrimination between active and latent tuberculosis among patients presenting to community clinics without sophisticated resources or specialty care clinicians.",1
A novel anti-mycobacterial function of mitogen-activated protein kinase phosphatase-1,"BACKGROUND: Mycobacterium tuberculosis (MTB) is a major cause of morbidity and mortality in the world. To combat against this pathogen, immune cells release cytokines including tumor necrosis factor-α (TNF-α), which is pivotal in the development of protective granulomas. Our previous results showed that Bacillus Calmette Guerin (BCG), a mycobacterium used as a model to investigate the immune response against MTB, stimulates the induction of TNF-α via mitogen-activated protein kinase (MAPK) in human blood monocytes. Since MAPK phosphatase-1 (MKP-1) is known to regulate MAPK activities, we examined whether MKP-1 plays a role in BCG-induced MAPK activation and cytokine expression. RESULTS: Primary human blood monocytes were treated with BCG and assayed for MKP-1 expression. Our results demonstrated that following exposure to BCG, there was an increase in the expression of MKP-1. Additionally, the induction of MKP-1 was regulated by p38 MAPK and extracellular signal-regulated kinase 1 and 2 (ERK1/2). Surprisingly, when MKP-1 expression was blocked by its specific siRNA, there was a significant decrease in the levels of phospho-MAPK (p38 MAPK and ERK1/2) and TNF-α inducible by BCG. CONCLUSIONS: Since TNF-α is pivotal in granuloma formation, the results indicated an unexpected positive function of MKP-1 against mycobacterial infection as opposed to its usual phosphatase activity.",0
"West Nile Virus Infection in Killer Whale, Texas, USA, 2007","

This paper discusses how West Nile Virus (WNV) infection spread and impacted resident Killer Whales in Texas, USA in 2007. By examining clinical symptoms and epidemiological data of WNV infected whales, it investigates the implications for Killer Whale sustainability that can be drawn from the experience and provides practical guidance to local health authorities on disease management measures.",1
Innate Immune Response of Human Alveolar Macrophages during Influenza A Infection,"

The innate immune response to invasive influenza A (IAV) in human alveolar macrophages is an important component of our understanding of the host-pathogen interaction. In this paper, we explore how IAV infection specifically affects the activities and functions of alveolar macrophages. Using light and electron microscopy coupled with cell culture experiments and fluorescent probes, we analyze the cellular responses used by these cells as defense mechanisms during invasion by IAV. Our results provide insights on how some key cytokines interact with each other upon confrontation with IAV so that they can collectively combat against virus infections while avoiding inflammatory damage. Finally, using representative practical cases from different patients infected with influenza type A virus strains, we highlight a better comprehension about this type of chronic inflammation pathology and may contribute to clinical outcomes predictions for these high-risk educational immunophenotypes for future therapies purposes.",1
"Clinical features of culture-proven Mycoplasma pneumoniae infections at King Abdulaziz University Hospital, Jeddah, Saudi Arabia","OBJECTIVE: This retrospective chart review describes the epidemiology and clinical features of 40 patients with culture-proven Mycoplasma pneumoniae infections at King Abdulaziz University Hospital, Jeddah, Saudi Arabia. METHODS: Patients with positive M. pneumoniae cultures from respiratory specimens from January 1997 through December 1998 were identified through the Microbiology records. Charts of patients were reviewed. RESULTS: 40 patients were identified, 33 (82.5%) of whom required admission. Most infections (92.5%) were community-acquired. The infection affected all age groups but was most common in infants (32.5%) and pre-school children (22.5%). It occurred year-round but was most common in the fall (35%) and spring (30%). More than three-quarters of patients (77.5%) had comorbidities. Twenty-four isolates (60%) were associated with pneumonia, 14 (35%) with upper respiratory tract infections, and 2 (5%) with bronchiolitis. Cough (82.5%), fever (75%), and malaise (58.8%) were the most common symptoms, and crepitations (60%), and wheezes (40%) were the most common signs. Most patients with pneumonia had crepitations (79.2%) but only 25% had bronchial breathing. Immunocompromised patients were more likely than non-immunocompromised patients to present with pneumonia (8/9 versus 16/31, P = 0.05). Of the 24 patients with pneumonia, 14 (58.3%) had uneventful recovery, 4 (16.7%) recovered following some complications, 3 (12.5%) died because of M pneumoniae infection, and 3 (12.5%) died due to underlying comorbidities. The 3 patients who died of M pneumoniae pneumonia had other comorbidities. CONCLUSION: our results were similar to published data except for the finding that infections were more common in infants and preschool children and that the mortality rate of pneumonia in patients with comorbidities was high.",0
Analysis of Memory B Cell Responses and Isolation of Novel Monoclonal Antibodies with Neutralizing Breadth from HIV-1-Infected Individuals,"BACKGROUND: The isolation of human monoclonal antibodies (mAbs) that neutralize a broad spectrum of primary HIV-1 isolates and the characterization of the human neutralizing antibody B cell response to HIV-1 infection are important goals that are central to the design of an effective antibody-based vaccine. METHODS AND FINDINGS: We immortalized IgG(+) memory B cells from individuals infected with diverse clades of HIV-1 and selected on the basis of plasma neutralization profiles that were cross-clade and relatively potent. Culture supernatants were screened using various recombinant forms of the envelope glycoproteins (Env) in multiple parallel assays. We isolated 58 mAbs that were mapped to different Env surfaces, most of which showed neutralizing activity. One mAb in particular (HJ16) specific for a novel epitope proximal to the CD4 binding site on gp120 selectively neutralized a multi-clade panel of Tier-2 HIV-1 pseudoviruses, and demonstrated reactivity that was comparable in breadth, but distinct in neutralization specificity, to that of the other CD4 binding site-specific neutralizing mAb b12. A second mAb (HGN194) bound a conserved epitope in the V3 crown and neutralized all Tier-1 and a proportion of Tier-2 pseudoviruses tested, irrespective of clade. A third mAb (HK20) with broad neutralizing activity, particularly as a Fab fragment, recognized a highly conserved epitope in the HR-1 region of gp41, but showed striking assay-dependent selectivity in its activity. CONCLUSIONS: This study reveals that by using appropriate screening methods, a large proportion of memory B cells can be isolated that produce mAbs with HIV-1 neutralizing activity. Three of these mAbs show unusual breadth of neutralization and therefore add to the current panel of HIV-1 neutralizing antibodies with potential for passive protection and template-based vaccine design.",0
Porcine Noroviruses Related to Human Noroviruses,"

The journal titled 'Porcine Noroviruses Related to Human Noroviruses' presents a comprehensive overview of the cause, transmission and development of porcine norovirus (PNV) infections. It elucidates their epidemiology, reviews laboratory methods used to diagnose PNV in different animal species, and evaluates their potential public health implications. This article discusses several critical aspects of PNV infection that are pertinent to both animal and human health including host susceptibility, clinical pathogenesis and the role played by environmental factors in propagation. Furthermore, with respect to control measures for reducing or eliminating this viral group’s potential adverse implications on human health, some effective countermeasures such as surveillance networks are highlighted along with other related preventive strategies that can be applied both top-down at the global level or locally through individualised management plans.  Therefore, this paper provides an up-to-date review which will have both economic importance as well as improve our understanding concerning the dynamics associated with these emerging zoonotic viruses.",1
A Quantitative Method for the Specific Assessment of Caspase-6 Activity in Cell Culture,"

This study presents a quantitative method for the assessment of caspase-6 activity in cell culture, offering an accurate and reliable approach for investigating their cellular functions. A plant-derived proenzyme positively identified as Caspase-6 (CASP6) was examined to characterize its physiological roles in apoptosis. Furthermore, this study determined whether targeted inhibition of CASP6 would result in increased or decreased levels of cell death compared to untreated cells. A stabilized Caspase-substrate peptide cleavage assay was employed to quantitate enzyme activity at different time points following stimulation with a classical apoptotic inducer - staurosporine. Results demonstrated that treated samples had significantly higher concentration levels than untreated controls but differences between conditions remained within expected range values throughout the experiment period. This methodology offers insight into how changes in caspase activity may affect cell viability, providing key information on their function during programmed cell death programmes.",1
"The impact of influenza A(H1N1)pdm09 compared with seasonal influenza on intensive care admissions in New South Wales, Australia, 2007 to 2010: a time series analysis","

This study assesses the time series analysis of intensive care admissions attributed to influenza A(H1N1)pdm09 compared with seasonal influenza in New South Wales (NSW), Australia, over a four-year period from 2007 to 2010. We investigate the highest incidence of cases and associated morbidity levels among individuals requiring admission to ICUs, focusing particularly on age groups most at risk and variations between communities across NSW. Considering the increasing public health need for effective disease monitoring, this report aims to analyze whether or not there has been an increased severity or mortality rate due to H1N1 when compared with standard seasonal flu infections.

The Impact of Influenza A(H1N1)pdm09 Compared with Seasonal Influenza on Intensive Care Admissions in New South Wales, Australia: A Time Series Analysis. This longitudinal study focuses on determining how significantly different intensities and morbidities were noted during overlapping seasons where both influenza A(H1N1)pdm09 and sporadic strains of classically circulating seasonal flu viruses were present as well as identifying populations which may be at greater risk for illness related hospitalization or mortality post infection. The data analyzed was obtained through publicly available electronic medical records sourced from select hospitals in NSW over the four year period (2007 – 2010). By analyzing trends within this limited dataset researchers can explore significant differences between those infected by HINI pandemic strain versus annual virus strains while also exploring protective factors that might have moderated outcomes since some individuals reported comorbid conditions known to worsen infection risks when exposed to either overall type pathogens. Additionally important are considerations such as rare severe infections possibly linked directly with yearly variants versus peak periods tied more closely genetic makeup than otherwise observed patterns more typical in endemic situations seen throughout many areas primarily influenced/impacted by lack of proper preventative vaccinations",1
"In China, Students in Crowded Dormitories with a Low Ventilation Rate Have More Common Colds: Evidence for Airborne Transmission","

This article presents an analysis of the effect that overcrowding and low ventilation rates have on the incidence of common colds among students living in dormitories in China. The study used data collected over a six-month period from two university campuses to compare levels of viral respiratory transmission based on residence hall size and average air exchange rate per hour per person. The results demonstrate higher levels of infection within larger buildings with lower ventilation, suggestive evidence for airborne transmission as a likely source. Furthermore, it was also observed that overcrowding reduced antiviral immunity among those affected which allowed spread through direct contact more easily than if individuals had access to improved ventilation or relaxation in numbers. As these findings suggest potential mechanisms through which uncontrolled virus biological transmission can occur, they provide support for targeted interventions towards promoting better airflow capacity and reducing crowding in shared living spaces.",1
Non-Invasive Microstructure and Morphology Investigation of the Mouse Lung: Qualitative Description and Quantitative Measurement,"BACKGROUND: Early detection of lung cancer is known to improve the chances of successful treatment. However, lungs are soft tissues with complex three-dimensional configuration. Conventional X-ray imaging is based purely on absorption resulting in very low contrast when imaging soft tissues without contrast agents. It is difficult to obtain adequate information of lung lesions from conventional X-ray imaging. METHODS: In this study, a recently emerged imaging technique, in-line X-ray phase contrast imaging (IL-XPCI) was used. This powerful technique enabled high-resolution investigations of soft tissues without contrast agents. We applied IL-XPCI to observe the lungs in an intact mouse for the purpose of defining quantitatively the micro-structures in lung. FINDINGS: The three-dimensional model of the lung was successfully established, which provided an excellent view of lung airways. We highlighted the use of IL-XPCI in the visualization and assessment of alveoli which had rarely been studied in three dimensions (3D). The precise view of individual alveolus was achieved. The morphological parameters, such as diameter and alveolar surface area were measured. These parameters were of great importance in the diagnosis of diseases related to alveolus and alveolar scar. CONCLUSION: Our results indicated that IL-XPCI had the ability to represent complex anatomical structures in lung. This offered a new perspective on the diagnosis of respiratory disease and may guide future work in the study of respiratory mechanism on the alveoli level.",0
Calciomics: prediction and analysis of EF-hand calcium binding proteins by protein engineering,"Ca(2+) plays a pivotal role in the physiology and biochemistry of prokaryotic and mammalian organisms. Viruses also utilize the universal Ca(2+) signal to create a specific cellular environment to achieve coexistence with the host, and to propagate. In this paper we first describe our development of a grafting approach to understand site-specific Ca(2+) binding properties of EF-hand proteins with a helix-loop-helix Ca(2+) binding motif, then summarize our prediction and identification of EF-hand Ca(2+) binding sites on a genome-wide scale in bacteria and virus, and next report the application of the grafting approach to probe the metal binding capability of predicted EF-hand motifs within the streptococcal hemoprotein receptor (Shr) of Streptococcus pyrogenes and the nonstructural protein 1 (nsP1) of Sindbis virus. When methods such as the grafting approach are developed in conjunction with prediction algorithms we are better able to probe continuous Ca(2+)-binding sites that have been previously underrepresented due to the limitation of conventional methodology.",0
Intrapulmonary administration of recombinant activated factor VII in diffuse alveolar haemorrhage: a report of two case stories,"BACKGROUND: Diffuse alveolar haemorrhage (DAH) is a serious pulmonary complication characterised by a high mortality rate and the absence of specific treatment. The intrapulmonary administration of activated recombinant factor VII (rFVIIa) in DAH was recently published in six patients by Heslet et al with an efficient hemostatic effect. We describe two cases of DAH treated with intrapulmonary rFVIIa. METHODS: Two cases of DAH were admitted to the ICU after presenting abrupt desaturation, tachypnea, cough and haemoptysis, requiring orotracheal intubation and mechanical ventilation. The diagnosis was achieved by the bloody return during the bronchoalveolar lavage, during the procedure rFVIIa (50 μg/Kg in 50 ml of isotonic saline) was administered via the bronchoscope. RESULTS: Immediate cessation of bleeding was observed. Prior to intrapulmonary administration of rFVIIa, the FiO(2 )was 1, which was reduced to 0.4 24 hours later. Following the procedure, the haemostatic effect made blood transfusion superfluous. No thrombotic complications associated with administration of the drug were observed. After the intervention both cases progressed fast and was discharged from the ICU with no further episodes of bleeding. CONCLUSION: 1. Local intrabronchial deposition of DAH with rFVIIa has been shown to be effective in controlling life-threatening DAH. 2. In the case described above, no thrombotic complications were observed following the intrapulmonary administration of rFVIIa.",0
Role of receptor polymorphism and glycosylation in syncytium induction and host range variation of ecotropic mouse gammaretroviruses,"BACKGROUND: We previously identified unusual variants of Moloney and Friend ecotropic mouse gammaretroviruses that have altered host range and are cytopathic in cells of the wild mouse species Mus dunni. Cytopathicity was attributed to different amino acid substitutions at the same critical env residue involved in receptor interaction: S82F in the Moloney variant Spl574, and S84A in the Friend mouse leukemia virus F-S MLV. Because M. dunni cells carry a variant CAT-1 cell surface virus receptor (dCAT-1), we examined the role of this receptor variant in cytopathicity and host range. RESULTS: We expressed dCAT-1 or mCAT-1 of NIH 3T3 origin in cells that are not normally infectible with ecotropic MLVs and evaluated the transfectants for susceptibility to virus infection and to virus-induced syncytium formation. The dCAT-1 transfectants, but not the mCAT-1 transfectants, were susceptible to virus-induced cytopathicity, and this cytopathic response was accompanied by the accumulation of unintegrated viral DNA. The dCAT-1 transfectants, however, did not also reproduce the relative resistance of M. dunni cells to Moloney MLV, and the mCAT-1 transfectants did not show the relative resistance of NIH 3T3 cells to Spl574. Western analysis, use of glycosylation inhibitors and mutagenesis to remove receptor glycosylation sites identified a possible role for cell-specific glycosylation in the modulation of virus entry. CONCLUSION: Virus entry and virus-induced syncytium formation using the CAT-1 receptor are mediated by a small number of critical amino acid residues in receptor and virus Env. Virus entry is modulated by glycosylation of cellular proteins, and this effect is cell and virus-specific.",0
Model of end stage liver disease (MELD) score greater than 23 predicts length of stay in the ICU but not mortality in liver transplant recipients,"INTRODUCTION: The impact of model of end stage liver disease (MELD) score on postoperative morbidity and mortality is still elusive, especially for high MELD. There are reports of poorer patient outcome in transplant candidates with high MELD score, others though report no influence of MELD score on outcome and survival. METHODS: We retrospectively analyzed data of 144 consecutive liver transplant recipients over a 72-month period in our transplant unit, from January 2003 until December 2008 and performed uni- and multivariate analysis for morbidity and mortality, in particular to define the influence of MELD to these parameters. RESULTS: This study identified MELD score greater than 23 as an independent risk factor of morbidity represented by intensive care unit (ICU) stay longer than 10 days (odds ratio 7.0) but in contrast had no negative impact on mortality. Furthermore, we identified transfusion of more than 7 units of red blood cells as independent risk factor for mortality (hazard ratio 7.6) and for prolonged ICU stay (odds ratio [OR] 7.8) together with transfusion of more than 10 units of fresh frozen plasma (OR 11.6). Postoperative renal failure is a strong predictor of morbidity (OR 7.9) and postoperative renal replacement therapy was highly associated with increased mortality (hazard ratio 6.8), as was hepato renal syndrome prior to transplantation (hazard ratio 13.2). CONCLUSIONS: This study identified MELD score greater than 23 as an independent risk factor of morbidity represented by ICU stay longer than 10 days but in contrast had no negative impact on mortality. This finding supports the transplantation of patients with high MELD score but only with knowledge of increased morbidity.",0
Diagnostic value of triggering receptor expressed on myeloid cells-1 and C-reactive protein for patients with lung infiltrates: an observational study,"BACKGROUND: Differential diagnosis of patients with lung infiltrates remains a challenge. Triggering receptor expressed on myeloid cells (TREM)-1 is a neutrophil and monocyte receptor up-regulated during infection. The aim of this study was to evaluate the diagnostic accuracy of TREM-1 and of C-reactive protein (CRP) from patients with lung infiltrates to discern community acquired lung infections. METHODS: 68 patients admitted to a medical ward with acute respiratory illness were enrolled in the study. Neutrophil and monocyte TREM-1 expression were measured by flow cytometry, sTREM-1 by an enzyme immunoassay and C-reactive protein by nephelometry. Clinical pulmonary infection score was recorded. RESULTS: 34 patients were diagnosed with bacterial community acquired pneumonia (group A) and 34 with non-bacterial pulmonary disease (group B). Median serum TREM-1 concentration was 102.09 pg/ml in group A and lower than 15.10 pg/ml (p < 0.0001) in group B. Mean±SE neutrophil TREM-1 expression was 4.67 ± 0.53 MFI in group A and 2.64 ± 0.25 MFI (p = 0.001) in group B. Monocyte TREM-1 expression was 4.2 ± 0.42 MFI in group A and 2.64 ± 0.35 MFI (p = 0.007) in group B and mean±SE CRP was 18.03 ± 2 mg/ml in group A and 7.1 ± 1.54 mg/ml (p < 0.001) in group B. A cut-off of 19.53 pg/ml of sTREM-1 with sensitivity 82.6% and specificity 63% to discriminate between infectious and non-infectious pulmonary infiltrates was found. sTREM-1 at admission greater than 180 pg/ml was accompanied with unfavourable outcome. CONCLUSION: TREM-1 myeloid expression and sTREM-1 are reliable markers of bacterial infection among patients with pulmonary infiltrates; sTREM-1 is a predictor of final outcome.",0
Neighborhood Properties Are Important Determinants of Temperature Sensitive Mutations,"

This article presents a comprehensive exploration of neighborhood properties as important determinants of temperature sensitive mutations. Through an integrative analysis, we demonstrate that the physical environment, local habitats and social structures completely or partly determine population-scale evolutionary dynamics by creating intricate effects on genetic variation. Our results provide support for the hypothesis that proximal characteristics of a region can affect natural selection and guide mutational paths both in small and large scale populations alike. To assess them accurately, we apply advanced genetics analytics to obtain insights into community-level effects associated with thermally driven fluctuations at various levels throughout time spans ranging from short durations to long periods. The evaluation also reveals apparent correlations between regional temperatures and various components directly affiliated with molecular modifications affecting organismal physiology at different spatial scales across resulting cohorts of conspecifics occupying diverse environmental niches. Based on our findings, it is suggested that neighborhoods have considerable influence upon mutation patterns which highlights their importance when interpreting evolution over multiple generations in response to dynamic conditions such as those present due to abiotic factors like temperature change.",1
Effect of Asymptomatic Natural Infections due to Common Mouse Pathogens on the Metastatic Progression of B16 Murine Melanoma in C57BL/6 Mice,"

This paper presents a study summarizing the effect of asymptomatic natural infections due to common mouse pathogens on the metastatic progression of B16 murine melanoma in C57BL/6 mice. We used an experimental animal model and monitored for several weeks post-inoculation with indicated pathogens. Pathogenic microorganisms have been suggested to influence neoplastic progression, but their role remains enigmatic and largely unexplored. Thus, this work attempts to expand upon current measures by investigating whether common mouse pathogenic agents may covertly alter disease proliferation through non-symptomatic infections. Results showed that mice naturally infected with bacterial or viral agents had statistically significant increases in lymph node size when compared to control groups without infection after inoculation with B16 melanoma cells. These findings suggest that asymptomatic natural infections due to common mouse pathogens facilitate tumorigenesis and metastatic growth in spite of lacking any canonical symptoms themselves, hinting at a possible synergistic relationship between infectious diseases and cancer development which warrants further investigation.",1
Designing and conducting tabletop exercises to assess public health preparedness for manmade and naturally occurring biological threats,"BACKGROUND: Since 2001, state and local health departments in the United States (US) have accelerated efforts to prepare for high-impact public health emergencies. One component of these activities has been the development and conduct of exercise programs to assess capabilities, train staff and build relationships. This paper summarizes lessons learned from tabletop exercises about public health emergency preparedness and about the process of developing, conducting, and evaluating them. METHODS: We developed, conducted, and evaluated 31 tabletop exercises in partnership with state and local health departments throughout the US from 2003 to 2006. Participant self evaluations, after action reports, and tabletop exercise evaluation forms were used to identify aspects of the exercises themselves, as well as public health emergency responses that participants found more or less challenging, and to highlight lessons learned about tabletop exercise design. RESULTS: Designing the exercises involved substantial collaboration with representatives from participating health departments to assure that the scenarios were credible, focused attention on local preparedness needs and priorities, and were logistically feasible to implement. During execution of the exercises, nearly all health departments struggled with a common set of challenges relating to disease surveillance, epidemiologic investigations, communications, command and control, and health care surge capacity. In contrast, performance strengths were more varied across participating sites, reflecting specific attributes of individual health departments or communities, experience with actual public health emergencies, or the emphasis of prior preparedness efforts. CONCLUSION: The design, conduct, and evaluation of the tabletop exercises described in this report benefited from collaborative planning that involved stakeholders from participating health departments and exercise developers and facilitators from outside the participating agencies. While these exercises identified both strengths and vulnerabilities in emergency preparedness, additional work is needed to develop reliable metrics to gauge exercise performance, inform follow-up action steps, and to develop re-evaluation exercise designs that assess the impact of post-exercise interventions.",0
A nondisposable microplate for use with organic solvents,"

This research paper presents a new nondisposable microplate that has been developed for use with organic solvents. The microplate offers an advantageous, cost-effective alternative to conventional disposable plates and is made of polytetrafluoroethylene which ensures excellent resistance to organic solvents. Advantages include minimal reagent consumption, surface morphology consistency and high cell viability of up to ninety-nine percent when cultured on the plate's synthetic surface. Additionally, this study demonstrates how its thorough evaluation guarantees outstanding performance under optimal environmental conditions such as those encountered in the life sciences industry. Finally, the potential applications and future directions are identified involving biosensors, enzyme assays and other laboratory experiments relevant to both academic and commercial purposes.",1
Nasal Delivery of an Adenovirus-Based Vaccine Bypasses Pre-Existing Immunity to the Vaccine Carrier and Improves the Immune Response in Mice,"Pre-existing immunity to human adenovirus serotype 5 (Ad5) is common in the general population. Bypassing pre-existing immunity could maximize Ad5 vaccine efficacy. Vaccination by the intramuscular (I.M.), nasal (I.N.) or oral (P.O.) route with Ad5 expressing Ebola Zaire glycoprotein (Ad5-ZGP) fully protected naïve mice against lethal challenge with Ebola. In the presence of pre-existing immunity, only mice vaccinated I.N. survived. The frequency of IFN-γ+ CD8+ T cells was reduced by 80% and by 15% in animals vaccinated by the I.M. and P.O. routes respectively. Neutralizing antibodies could not be detected in serum from either treatment group. Pre-existing immunity did not compromise the frequency of IFN-γ+ CD8+ T cells (3.9±1% naïve vs. 3.6±1% pre-existing immunity, PEI) nor anti-Ebola neutralizing antibody (NAB, 40±10 reciprocal dilution, both groups). The number of INF-γ+ CD8+ cells detected in bronchioalveolar lavage fluid (BAL) after I.N. immunization was not compromised by pre-existing immunity to Ad5 (146±14, naïve vs. 120±16 SFC/million MNCs, PEI). However, pre-existing immunity reduced NAB levels in BAL by ∼25% in this group. To improve the immune response after oral vaccination, the Ad5-based vaccine was PEGylated. Mice given the modified vaccine did not survive challenge and had reduced levels of IFN-γ+ CD8+ T cells 10 days after administration (0.3±0.3% PEG vs. 1.7±0.5% unmodified). PEGylation did increase NAB levels 2-fold. These results provide some insight about the degree of T and B cell mediated immunity necessary for protection against Ebola virus and suggest that modification of the virus capsid can influence the type of immune response elicited by an Ad5-based vaccine.",0
Emerging Technologies for the Detection of Rabies Virus: Challenges and Hopes in the 21st Century,"The diagnosis of rabies is routinely based on clinical and epidemiological information, especially when exposures are reported in rabies-endemic countries. Diagnostic tests using conventional assays that appear to be negative, even when undertaken late in the disease and despite the clinical diagnosis, have a tendency, at times, to be unreliable. These tests are rarely optimal and entirely dependent on the nature and quality of the sample supplied. In the course of the past three decades, the application of molecular biology has aided in the development of tests that result in a more rapid detection of rabies virus. These tests enable viral strain identification from clinical specimens. Currently, there are a number of molecular tests that can be used to complement conventional tests in rabies diagnosis. Indeed the challenges in the 21st century for the development of rabies diagnostics are not of a technical nature; these tests are available now. The challenges in the 21st century for diagnostic test developers are two-fold: firstly, to achieve internationally accepted validation of a test that will then lead to its acceptance by organisations globally. Secondly, the areas of the world where such tests are needed are mainly in developing regions where financial and logistical barriers prevent their implementation. Although developing countries with a poor healthcare infrastructure recognise that molecular-based diagnostic assays will be unaffordable for routine use, the cost/benefit ratio should still be measured. Adoption of rapid and affordable rabies diagnostic tests for use in developing countries highlights the importance of sharing and transferring technology through laboratory twinning between the developed and the developing countries. Importantly for developing countries, the benefit of molecular methods as tools is the capability for a differential diagnosis of human diseases that present with similar clinical symptoms. Antemortem testing for human rabies is now possible using molecular techniques. These barriers are not insurmountable and it is our expectation that if such tests are accepted and implemented where they are most needed, they will provide substantial improvements for rabies diagnosis and surveillance. The advent of molecular biology and new technological initiatives that combine advances in biology with other disciplines will support the development of techniques capable of high throughput testing with a low turnaround time for rabies diagnosis.",0
"Integrating Genome-based Informatics to Modernize Global Disease Monitoring, Information Sharing, and Response","

This study examines how advancements in genome-based informatics can be integrated to modernize global disease monitoring, facilitate better information sharing, and aid efficient responses. While advances in genomic sequencing technology have enabled researchers to gain a better understanding of the underlying biology of diseases, there still remain considerable gaps in the global network of health care systems and medical infrastructure required for effective surveillance and response. This research seeks to understand the potential applications of scaling existing informatics solutions around genomics data resources so that greater visibility into outbreak trends can be attained within national parameters across multiple nations as well as transnationally. In addition, it will investigate how rapid access to relevant epidemiological datasets could enable more timely public health interventions as well as strengthen immunity levels against outbreaks spurred by non-communicable diseases such as hereditary cancer syndromes or multigene disorders. By highlighting long-term benefits of integrating advances from several disciplines related to computational biomedicine, this paper aims at advancing our understanding for large scale application aiming towards universalized population level prevention strategies tailored to local settings.",1
A novel endonuclease IV post-PCR genotyping system,"Here we describe a novel endonuclease IV (Endo IV) based assay utilizing a substrate that mimics the abasic lesions that normally occur in double-stranded DNA. The three component substrate is characterized by single-stranded DNA target, an oligonucleotide probe, separated from a helper oligonucleotide by a one base gap. The oligonucleotide probe contains a non-fluorescent quencher at the 5′ end and fluorophore attached to the 3′ end through a special rigid linker. Fluorescence of the oligonucleotide probe is efficiently quenched by the interaction of terminal dye and quencher when not hybridized. Upon hybridization of the oligonucleotide probe and helper probe to their complementary target, the phosphodiester linkage between the rigid linker and the 3′ end of the probe is efficiently cleaved, generating a fluorescent signal. In this study, the use of the Endo IV assay as a post-PCR amplification detection system is demonstrated. High sensitivity and specificity are illustrated using single nucleotide polymorphism detection.",0
